country,year,proven_reserves,energy_source,proven_reserves_unit
Italy,1971.0,145.29999999999995,Gas,Bcm
Netherlands,1971.0,1936.0100000000002,Gas,Bcm
Norway,1971.0,145.20999999999975,Gas,Bcm
Poland,1971.0,84.95,Gas,Bcm
United Kingdom,1971.0,850.0100000000002,Gas,Bcm
Australia,1971.0,384.0,Gas,Bcm
Japan,1971.0,18.0,Gas,Bcm
New Zealand,1971.0,14.0,Gas,Bcm
China,1971.0,250.0,Gas,Bcm
India,1971.0,50.98,Gas,Bcm
Bangladesh,1971.0,0.0,Gas,Bcm
Brunei Darussalam,1971.0,100.2,Gas,Bcm
Indonesia,1971.0,147.25,Gas,Bcm
Malaysia,1971.0,225.0,Gas,Bcm
Burma,1971.0,4.0,Gas,Bcm
Pakistan,1971.0,587.0,Gas,Bcm
Thailand,1971.0,0.0,Gas,Bcm
Viet Nam,1971.0,0.0,Gas,Bcm
Argentina,1971.0,179.36666666666656,Gas,Bcm
Bolivia,1971.0,103.06155218554862,Gas,Bcm
Brazil,1971.0,25.97,Gas,Bcm
Colombia,1971.0,75.39999999999999,Gas,Bcm
Ecuador,1971.0,98.8,Gas,Bcm
Peru,1971.0,38.0,Gas,Bcm
Trinidad and Tobago,1971.0,85.0,Gas,Bcm
Venezuela,1971.0,719.34,Gas,Bcm
Iran,1971.0,6030.0,Gas,Bcm
Iraq,1971.0,623.05,Gas,Bcm
Kuwait,1971.0,1174.0,Gas,Bcm
Oman,1971.0,56.64,Gas,Bcm
Qatar,1971.0,230.0,Gas,Bcm
Saudi Arabia,1971.0,1585.95,Gas,Bcm
United Arab Emirates,1971.0,311.53,Gas,Bcm
Algeria,1971.0,3935.0,Gas,Bcm
Angola,1971.0,42.0,Gas,Bcm
Cameroon,1971.0,0.0,Gas,Bcm
Congo,1971.0,0.17,Gas,Bcm
Egypt,1971.0,65.70000000000002,Gas,Bcm
Equatorial Guinea,1971.0,0.0,Gas,Bcm
Gabon,1971.0,15.0,Gas,Bcm
Libya,1971.0,835.46,Gas,Bcm
Mozambique,1971.0,0.0,Gas,Bcm
Nigeria,1971.0,1132.82,Gas,Bcm
Russian Federation & USSR,1971.0,12580.45569955157,Gas,Bcm
Bulgaria,1971.0,0.0,Gas,Bcm
Romania,1971.0,662.95,Gas,Bcm
Canada,1972.0,1728.602620087336,Gas,Bcm
Chile,1972.0,7534.73,Gas,Bcm
Mexico,1972.0,82.16,Gas,Bcm
United States of America,1972.0,325.7,Gas,Bcm
Denmark,1972.0,0.0,Gas,Bcm
Germany,1972.0,241.39999999999998,Gas,Bcm
Italy,1972.0,123.79999999999995,Gas,Bcm
Netherlands,1972.0,2077.61,Gas,Bcm
Norway,1972.0,286.80999999999983,Gas,Bcm
Poland,1972.0,136.8,Gas,Bcm
United Kingdom,1972.0,991.6100000000001,Gas,Bcm
Australia,1972.0,474.0,Gas,Bcm
Japan,1972.0,18.0,Gas,Bcm
New Zealand,1972.0,14.0,Gas,Bcm
China,1972.0,250.0,Gas,Bcm
India,1972.0,65.14,Gas,Bcm
Bangladesh,1972.0,226.56,Gas,Bcm
Brunei Darussalam,1972.0,103.01,Gas,Bcm
Indonesia,1972.0,155.76,Gas,Bcm
Malaysia,1972.0,280.0,Gas,Bcm
Burma,1972.0,4.0,Gas,Bcm
Pakistan,1972.0,584.0,Gas,Bcm
Thailand,1972.0,0.0,Gas,Bcm
Viet Nam,1972.0,0.0,Gas,Bcm
Argentina,1972.0,207.66666666666652,Gas,Bcm
Bolivia,1972.0,105.74576271186442,Gas,Bcm
Brazil,1972.0,26.11,Gas,Bcm
Colombia,1972.0,71.60000000000001,Gas,Bcm
Ecuador,1972.0,99.0,Gas,Bcm
Peru,1972.0,36.1,Gas,Bcm
Trinidad and Tobago,1972.0,98.30000000000001,Gas,Bcm
Venezuela,1972.0,1099.5,Gas,Bcm
Iran,1972.0,5993.0,Gas,Bcm
Iraq,1972.0,708.01,Gas,Bcm
Kuwait,1972.0,1156.0,Gas,Bcm
Oman,1972.0,56.64,Gas,Bcm
Qatar,1972.0,230.0,Gas,Bcm
Saudi Arabia,1972.0,1561.0,Gas,Bcm
United Arab Emirates,1972.0,368.17,Gas,Bcm
Algeria,1972.0,3922.0,Gas,Bcm
Angola,1972.0,42.0,Gas,Bcm
Cameroon,1972.0,0.0,Gas,Bcm
Congo,1972.0,28.32,Gas,Bcm
Egypt,1972.0,65.70000000000002,Gas,Bcm
Equatorial Guinea,1972.0,0.0,Gas,Bcm
Gabon,1972.0,15.0,Gas,Bcm
Libya,1972.0,820.0,Gas,Bcm
Mozambique,1972.0,0.0,Gas,Bcm
Nigeria,1972.0,1132.82,Gas,Bcm
Russian Federation & USSR,1972.0,15270.16378923767,Gas,Bcm
Bulgaria,1972.0,0.0,Gas,Bcm
Romania,1972.0,663.0,Gas,Bcm
Canada,1973.0,1803.67606192934,Gas,Bcm
Chile,1973.0,7077.84,Gas,Bcm
Mexico,1973.0,87.17,Gas,Bcm
United States of America,1973.0,311.53,Gas,Bcm
Denmark,1973.0,0.0,Gas,Bcm
Germany,1973.0,289.7,Gas,Bcm
Italy,1973.0,172.09999999999997,Gas,Bcm
Netherlands,1973.0,2190.89,Gas,Bcm
Norway,1973.0,513.3699999999999,Gas,Bcm
Poland,1973.0,136.29,Gas,Bcm
United Kingdom,1973.0,1104.8899999999999,Gas,Bcm
Australia,1973.0,564.0,Gas,Bcm
Japan,1973.0,22.0,Gas,Bcm
New Zealand,1973.0,14.0,Gas,Bcm
China,1973.0,300.0,Gas,Bcm
India,1973.0,65.0,Gas,Bcm
Bangladesh,1973.0,226.56,Gas,Bcm
Brunei Darussalam,1973.0,103.6,Gas,Bcm
Indonesia,1973.0,283.17,Gas,Bcm
Malaysia,1973.0,320.0,Gas,Bcm
Burma,1973.0,6.0,Gas,Bcm
Pakistan,1973.0,581.0,Gas,Bcm
Thailand,1973.0,0.0,Gas,Bcm
Viet Nam,1973.0,0.0,Gas,Bcm
Argentina,1973.0,188.79999999999987,Gas,Bcm
Bolivia,1973.0,103.15254237288136,Gas,Bcm
Brazil,1973.0,25.85,Gas,Bcm
Colombia,1973.0,67.79999999999998,Gas,Bcm
Ecuador,1973.0,99.3,Gas,Bcm
Peru,1973.0,34.2,Gas,Bcm
Trinidad and Tobago,1973.0,127.5,Gas,Bcm
Venezuela,1973.0,1072.6,Gas,Bcm
Iran,1973.0,7646.56,Gas,Bcm
Iraq,1973.0,701.0,Gas,Bcm
Kuwait,1973.0,1138.0,Gas,Bcm
Oman,1973.0,56.64,Gas,Bcm
Qatar,1973.0,225.0,Gas,Bcm
Saudi Arabia,1973.0,1554.8,Gas,Bcm
United Arab Emirates,1973.0,424.81,Gas,Bcm
Algeria,1973.0,3907.0,Gas,Bcm
Angola,1973.0,42.0,Gas,Bcm
Cameroon,1973.0,0.0,Gas,Bcm
Congo,1973.0,28.32,Gas,Bcm
Egypt,1973.0,64.80000000000001,Gas,Bcm
Equatorial Guinea,1973.0,0.0,Gas,Bcm
Gabon,1973.0,15.0,Gas,Bcm
Libya,1973.0,806.0,Gas,Bcm
Mozambique,1973.0,0.0,Gas,Bcm
Nigeria,1973.0,1132.82,Gas,Bcm
Russian Federation & USSR,1973.0,15073.343252242154,Gas,Bcm
Bulgaria,1973.0,0.0,Gas,Bcm
Romania,1973.0,636.22,Gas,Bcm
Canada,1974.0,1940.30726478761,Gas,Bcm
Chile,1974.0,6714.88,Gas,Bcm
Mexico,1974.0,80.43,Gas,Bcm
United States of America,1974.0,424.81,Gas,Bcm
Denmark,1974.0,0.0,Gas,Bcm
Germany,1974.0,263.4,Gas,Bcm
Italy,1974.0,145.79999999999995,Gas,Bcm
Netherlands,1974.0,2270.19,Gas,Bcm
Norway,1974.0,561.52,Gas,Bcm
Poland,1974.0,135.64,Gas,Bcm
United Kingdom,1974.0,1184.19,Gas,Bcm
Australia,1974.0,651.0,Gas,Bcm
Japan,1974.0,25.0,Gas,Bcm
New Zealand,1974.0,14.0,Gas,Bcm
China,1974.0,500.0,Gas,Bcm
India,1974.0,70.8,Gas,Bcm
Bangladesh,1974.0,250.0,Gas,Bcm
Brunei Darussalam,1974.0,141.84,Gas,Bcm
Indonesia,1974.0,424.81,Gas,Bcm
Malaysia,1974.0,340.0,Gas,Bcm
Burma,1974.0,6.0,Gas,Bcm
Pakistan,1974.0,578.0,Gas,Bcm
Thailand,1974.0,0.0,Gas,Bcm
Viet Nam,1974.0,0.0,Gas,Bcm
Argentina,1974.0,176.9999999999999,Gas,Bcm
Bolivia,1974.0,100.39250669045495,Gas,Bcm
Brazil,1974.0,26.26,Gas,Bcm
Colombia,1974.0,114.66999999999999,Gas,Bcm
Ecuador,1974.0,99.6,Gas,Bcm
Peru,1974.0,37.38,Gas,Bcm
Trinidad and Tobago,1974.0,155.82,Gas,Bcm
Venezuela,1974.0,1170.51,Gas,Bcm
Iran,1974.0,9345.79,Gas,Bcm
Iraq,1974.0,778.82,Gas,Bcm
Kuwait,1974.0,1122.0,Gas,Bcm
Oman,1974.0,56.64,Gas,Bcm
Qatar,1974.0,220.0,Gas,Bcm
Saudi Arabia,1974.0,1663.83,Gas,Bcm
United Arab Emirates,1974.0,651.37,Gas,Bcm
Algeria,1974.0,3886.0,Gas,Bcm
Angola,1974.0,42.0,Gas,Bcm
Cameroon,1974.0,0.0,Gas,Bcm
Congo,1974.0,28.32,Gas,Bcm
Egypt,1974.0,63.400000000000006,Gas,Bcm
Equatorial Guinea,1974.0,0.0,Gas,Bcm
Gabon,1974.0,15.0,Gas,Bcm
Libya,1974.0,791.0,Gas,Bcm
Mozambique,1974.0,0.0,Gas,Bcm
Nigeria,1974.0,1274.43,Gas,Bcm
Russian Federation & USSR,1974.0,16275.052773542604,Gas,Bcm
Bulgaria,1974.0,0.0,Gas,Bcm
Romania,1974.0,605.56,Gas,Bcm
Canada,1975.0,2028.0,Gas,Bcm
Chile,1975.0,42.0,Gas,Bcm
Mexico,1975.0,379.0,Gas,Bcm
United States of America,1975.0,6462.0,Gas,Bcm
Denmark,1975.0,55.0,Gas,Bcm
Germany,1975.0,310.0,Gas,Bcm
Italy,1975.0,208.0,Gas,Bcm
Netherlands,1975.0,2347.0,Gas,Bcm
Norway,1975.0,570.0,Gas,Bcm
Poland,1975.0,135.0,Gas,Bcm
United Kingdom,1975.0,1140.0,Gas,Bcm
Australia,1975.0,624.0,Gas,Bcm
Japan,1975.0,26.0,Gas,Bcm
New Zealand,1975.0,170.0,Gas,Bcm
China,1975.0,550.0,Gas,Bcm
India,1975.0,88.0,Gas,Bcm
Bangladesh,1975.0,250.0,Gas,Bcm
Brunei Darussalam,1975.0,190.0,Gas,Bcm
Indonesia,1975.0,510.0,Gas,Bcm
Malaysia,1975.0,340.0,Gas,Bcm
Burma,1975.0,7.0,Gas,Bcm
Pakistan,1975.0,420.0,Gas,Bcm
Thailand,1975.0,0.0,Gas,Bcm
Viet Nam,1975.0,0.0,Gas,Bcm
Argentina,1975.0,201.0,Gas,Bcm
Bolivia,1975.0,133.0,Gas,Bcm
Brazil,1975.0,26.0,Gas,Bcm
Colombia,1975.0,99.0,Gas,Bcm
Ecuador,1975.0,120.0,Gas,Bcm
Peru,1975.0,36.0,Gas,Bcm
Trinidad and Tobago,1975.0,140.0,Gas,Bcm
Venezuela,1975.0,1173.6,Gas,Bcm
Iran,1975.0,9331.6,Gas,Bcm
Iraq,1975.0,770.0,Gas,Bcm
Kuwait,1975.0,1109.0,Gas,Bcm
Oman,1975.0,70.0,Gas,Bcm
Qatar,1975.0,1350.0,Gas,Bcm
Saudi Arabia,1975.0,2023.2,Gas,Bcm
United Arab Emirates,1975.0,650.0,Gas,Bcm
Algeria,1975.0,3867.0,Gas,Bcm
Angola,1975.0,42.0,Gas,Bcm
Cameroon,1975.0,0.0,Gas,Bcm
Congo,1975.0,28.0,Gas,Bcm
Egypt,1975.0,62.0,Gas,Bcm
Equatorial Guinea,1975.0,0.0,Gas,Bcm
Gabon,1975.0,15.0,Gas,Bcm
Libya,1975.0,779.0,Gas,Bcm
Mozambique,1975.0,0.0,Gas,Bcm
Nigeria,1975.0,1254.6,Gas,Bcm
Russian Federation & USSR,1975.0,20541.854484304935,Gas,Bcm
Bulgaria,1975.0,13.0,Gas,Bcm
Romania,1975.0,603.0,Gas,Bcm
Canada,1976.0,2165.0,Gas,Bcm
Chile,1976.0,40.0,Gas,Bcm
Mexico,1976.0,550.0,Gas,Bcm
United States of America,1976.0,6117.0,Gas,Bcm
Denmark,1976.0,70.0,Gas,Bcm
Germany,1976.0,297.0,Gas,Bcm
Italy,1976.0,198.0,Gas,Bcm
Netherlands,1976.0,2271.0,Gas,Bcm
Norway,1976.0,674.0,Gas,Bcm
Poland,1976.0,140.0,Gas,Bcm
United Kingdom,1976.0,1081.0,Gas,Bcm
Australia,1976.0,611.0,Gas,Bcm
Japan,1976.0,24.0,Gas,Bcm
New Zealand,1976.0,170.0,Gas,Bcm
China,1976.0,700.0,Gas,Bcm
India,1976.0,185.0,Gas,Bcm
Bangladesh,1976.0,250.0,Gas,Bcm
Brunei Darussalam,1976.0,180.0,Gas,Bcm
Indonesia,1976.0,645.0,Gas,Bcm
Malaysia,1976.0,420.0,Gas,Bcm
Burma,1976.0,7.0,Gas,Bcm
Pakistan,1976.0,420.0,Gas,Bcm
Thailand,1976.0,135.0,Gas,Bcm
Viet Nam,1976.0,0.0,Gas,Bcm
Argentina,1976.0,202.0,Gas,Bcm
Bolivia,1976.0,134.0,Gas,Bcm
Brazil,1976.0,34.0,Gas,Bcm
Colombia,1976.0,140.0,Gas,Bcm
Ecuador,1976.0,120.0,Gas,Bcm
Peru,1976.0,36.0,Gas,Bcm
Trinidad and Tobago,1976.0,170.0,Gas,Bcm
Venezuela,1976.0,1179.82,Gas,Bcm
Iran,1976.0,9345.79,Gas,Bcm
Iraq,1976.0,764.66,Gas,Bcm
Kuwait,1976.0,1099.0,Gas,Bcm
Oman,1976.0,70.0,Gas,Bcm
Qatar,1976.0,1380.0,Gas,Bcm
Saudi Arabia,1976.0,1986.0,Gas,Bcm
United Arab Emirates,1976.0,638.0,Gas,Bcm
Algeria,1976.0,3846.0,Gas,Bcm
Angola,1976.0,42.0,Gas,Bcm
Cameroon,1976.0,0.0,Gas,Bcm
Congo,1976.0,28.0,Gas,Bcm
Egypt,1976.0,62.0,Gas,Bcm
Equatorial Guinea,1976.0,0.0,Gas,Bcm
Gabon,1976.0,15.0,Gas,Bcm
Libya,1976.0,766.0,Gas,Bcm
Mozambique,1976.0,0.0,Gas,Bcm
Nigeria,1976.0,1246.11,Gas,Bcm
Russian Federation & USSR,1976.0,22397.25874439462,Gas,Bcm
Bulgaria,1976.0,11.0,Gas,Bcm
Romania,1976.0,598.0,Gas,Bcm
Canada,1977.0,2231.0,Gas,Bcm
Chile,1977.0,38.0,Gas,Bcm
Mexico,1977.0,789.0,Gas,Bcm
United States of America,1977.0,5915.0,Gas,Bcm
Denmark,1977.0,75.0,Gas,Bcm
Germany,1977.0,288.0,Gas,Bcm
Italy,1977.0,195.0,Gas,Bcm
Netherlands,1977.0,2235.0,Gas,Bcm
Norway,1977.0,689.0,Gas,Bcm
Poland,1977.0,135.0,Gas,Bcm
United Kingdom,1977.0,1098.0,Gas,Bcm
Australia,1977.0,614.0,Gas,Bcm
Japan,1977.0,23.0,Gas,Bcm
New Zealand,1977.0,170.0,Gas,Bcm
China,1977.0,740.0,Gas,Bcm
India,1977.0,231.0,Gas,Bcm
Bangladesh,1977.0,250.0,Gas,Bcm
Brunei Darussalam,1977.0,175.0,Gas,Bcm
Indonesia,1977.0,695.0,Gas,Bcm
Malaysia,1977.0,480.0,Gas,Bcm
Burma,1977.0,6.0,Gas,Bcm
Pakistan,1977.0,420.0,Gas,Bcm
Thailand,1977.0,135.0,Gas,Bcm
Viet Nam,1977.0,0.0,Gas,Bcm
Argentina,1977.0,250.0,Gas,Bcm
Bolivia,1977.0,152.0,Gas,Bcm
Brazil,1977.0,39.0,Gas,Bcm
Colombia,1977.0,138.0,Gas,Bcm
Ecuador,1977.0,120.0,Gas,Bcm
Peru,1977.0,37.0,Gas,Bcm
Trinidad and Tobago,1977.0,170.0,Gas,Bcm
Venezuela,1977.0,1185.14,Gas,Bcm
Iran,1977.0,14160.29,Gas,Bcm
Iraq,1977.0,792.98,Gas,Bcm
Kuwait,1977.0,1088.0,Gas,Bcm
Oman,1977.0,70.0,Gas,Bcm
Qatar,1977.0,1660.0,Gas,Bcm
Saudi Arabia,1977.0,2478.05,Gas,Bcm
United Arab Emirates,1977.0,637.21,Gas,Bcm
Algeria,1977.0,3822.0,Gas,Bcm
Angola,1977.0,47.0,Gas,Bcm
Cameroon,1977.0,0.0,Gas,Bcm
Congo,1977.0,28.0,Gas,Bcm
Egypt,1977.0,61.0,Gas,Bcm
Equatorial Guinea,1977.0,0.0,Gas,Bcm
Gabon,1977.0,15.0,Gas,Bcm
Libya,1977.0,749.0,Gas,Bcm
Mozambique,1977.0,0.0,Gas,Bcm
Nigeria,1977.0,1224.0,Gas,Bcm
Russian Federation & USSR,1977.0,22691.780829596413,Gas,Bcm
Bulgaria,1977.0,9.0,Gas,Bcm
Romania,1977.0,593.0,Gas,Bcm
Canada,1978.0,2322.0,Gas,Bcm
Chile,1978.0,37.0,Gas,Bcm
Mexico,1978.0,1669.0,Gas,Bcm
United States of America,1978.0,5672.0,Gas,Bcm
Denmark,1978.0,110.0,Gas,Bcm
Germany,1978.0,275.0,Gas,Bcm
Italy,1978.0,190.0,Gas,Bcm
Netherlands,1978.0,2152.0,Gas,Bcm
Norway,1978.0,788.0,Gas,Bcm
Poland,1978.0,125.0,Gas,Bcm
United Kingdom,1978.0,1032.0,Gas,Bcm
Australia,1978.0,618.0,Gas,Bcm
Japan,1978.0,19.0,Gas,Bcm
New Zealand,1978.0,160.0,Gas,Bcm
China,1978.0,740.0,Gas,Bcm
India,1978.0,239.0,Gas,Bcm
Bangladesh,1978.0,265.0,Gas,Bcm
Brunei Darussalam,1978.0,195.0,Gas,Bcm
Indonesia,1978.0,685.0,Gas,Bcm
Malaysia,1978.0,480.0,Gas,Bcm
Burma,1978.0,6.0,Gas,Bcm
Pakistan,1978.0,450.0,Gas,Bcm
Thailand,1978.0,185.0,Gas,Bcm
Viet Nam,1978.0,0.0,Gas,Bcm
Argentina,1978.0,339.0,Gas,Bcm
Bolivia,1978.0,148.0,Gas,Bcm
Brazil,1978.0,44.0,Gas,Bcm
Colombia,1978.0,136.0,Gas,Bcm
Ecuador,1978.0,120.0,Gas,Bcm
Peru,1978.0,38.0,Gas,Bcm
Trinidad and Tobago,1978.0,170.0,Gas,Bcm
Venezuela,1978.0,1193.22,Gas,Bcm
Iran,1978.0,14160.29,Gas,Bcm
Iraq,1978.0,787.31,Gas,Bcm
Kuwait,1978.0,1078.0,Gas,Bcm
Oman,1978.0,74.0,Gas,Bcm
Qatar,1978.0,1700.0,Gas,Bcm
Saudi Arabia,1978.0,2730.1,Gas,Bcm
United Arab Emirates,1978.0,640.04,Gas,Bcm
Algeria,1978.0,3796.0,Gas,Bcm
Angola,1978.0,47.0,Gas,Bcm
Cameroon,1978.0,0.0,Gas,Bcm
Congo,1978.0,28.0,Gas,Bcm
Egypt,1978.0,85.0,Gas,Bcm
Equatorial Guinea,1978.0,0.0,Gas,Bcm
Gabon,1978.0,15.0,Gas,Bcm
Libya,1978.0,729.0,Gas,Bcm
Mozambique,1978.0,0.0,Gas,Bcm
Nigeria,1978.0,1203.0,Gas,Bcm
Russian Federation & USSR,1978.0,23885.995739910315,Gas,Bcm
Bulgaria,1978.0,7.0,Gas,Bcm
Romania,1978.0,668.0,Gas,Bcm
Canada,1979.0,2496.0,Gas,Bcm
Chile,1979.0,35.0,Gas,Bcm
Mexico,1979.0,1735.0,Gas,Bcm
United States of America,1979.0,5519.0,Gas,Bcm
Denmark,1979.0,110.0,Gas,Bcm
Germany,1979.0,263.0,Gas,Bcm
Italy,1979.0,185.0,Gas,Bcm
Netherlands,1979.0,2205.0,Gas,Bcm
Norway,1979.0,839.0,Gas,Bcm
Poland,1979.0,110.0,Gas,Bcm
United Kingdom,1979.0,1077.0,Gas,Bcm
Australia,1979.0,619.0,Gas,Bcm
Japan,1979.0,19.0,Gas,Bcm
New Zealand,1979.0,160.0,Gas,Bcm
China,1979.0,740.0,Gas,Bcm
India,1979.0,344.0,Gas,Bcm
Bangladesh,1979.0,255.0,Gas,Bcm
Brunei Darussalam,1979.0,210.0,Gas,Bcm
Indonesia,1979.0,800.0,Gas,Bcm
Malaysia,1979.0,660.0,Gas,Bcm
Burma,1979.0,6.0,Gas,Bcm
Pakistan,1979.0,450.0,Gas,Bcm
Thailand,1979.0,215.0,Gas,Bcm
Viet Nam,1979.0,0.0,Gas,Bcm
Argentina,1979.0,574.0,Gas,Bcm
Bolivia,1979.0,130.0,Gas,Bcm
Brazil,1979.0,45.0,Gas,Bcm
Colombia,1979.0,134.0,Gas,Bcm
Ecuador,1979.0,120.0,Gas,Bcm
Peru,1979.0,37.0,Gas,Bcm
Trinidad and Tobago,1979.0,200.0,Gas,Bcm
Venezuela,1979.0,1247.18,Gas,Bcm
Iran,1979.0,14121.0,Gas,Bcm
Iraq,1979.0,778.82,Gas,Bcm
Kuwait,1979.0,1067.0,Gas,Bcm
Oman,1979.0,74.0,Gas,Bcm
Qatar,1979.0,1700.0,Gas,Bcm
Saudi Arabia,1979.0,2711.13,Gas,Bcm
United Arab Emirates,1979.0,626.0,Gas,Bcm
Algeria,1979.0,3764.0,Gas,Bcm
Angola,1979.0,45.0,Gas,Bcm
Cameroon,1979.0,0.0,Gas,Bcm
Congo,1979.0,55.0,Gas,Bcm
Egypt,1979.0,85.0,Gas,Bcm
Equatorial Guinea,1979.0,0.0,Gas,Bcm
Gabon,1979.0,14.0,Gas,Bcm
Libya,1979.0,708.0,Gas,Bcm
Mozambique,1979.0,0.0,Gas,Bcm
Nigeria,1979.0,1183.0,Gas,Bcm
Russian Federation & USSR,1979.0,24682.139013452917,Gas,Bcm
Bulgaria,1979.0,5.0,Gas,Bcm
Romania,1979.0,693.0,Gas,Bcm
Canada,1980.0,2492.0,Gas,Bcm
Chile,1980.0,34.0,Gas,Bcm
Mexico,1980.0,1827.0,Gas,Bcm
United States of America,1980.0,5636.0,Gas,Bcm
Denmark,1980.0,139.0,Gas,Bcm
Germany,1980.0,265.0,Gas,Bcm
Italy,1980.0,181.0,Gas,Bcm
Netherlands,1980.0,2133.0,Gas,Bcm
Norway,1980.0,1314.0,Gas,Bcm
Poland,1980.0,104.0,Gas,Bcm
United Kingdom,1980.0,1101.0,Gas,Bcm
Australia,1980.0,620.0,Gas,Bcm
Japan,1980.0,25.0,Gas,Bcm
New Zealand,1980.0,158.0,Gas,Bcm
China,1980.0,735.0,Gas,Bcm
India,1980.0,343.0,Gas,Bcm
Bangladesh,1980.0,286.0,Gas,Bcm
Brunei Darussalam,1980.0,207.0,Gas,Bcm
Indonesia,1980.0,819.0,Gas,Bcm
Malaysia,1980.0,1179.0,Gas,Bcm
Burma,1980.0,93.0,Gas,Bcm
Pakistan,1980.0,450.0,Gas,Bcm
Thailand,1980.0,292.0,Gas,Bcm
Viet Nam,1980.0,0.0,Gas,Bcm
Argentina,1980.0,641.0,Gas,Bcm
Bolivia,1980.0,122.0,Gas,Bcm
Brazil,1980.0,53.0,Gas,Bcm
Colombia,1980.0,122.0,Gas,Bcm
Ecuador,1980.0,120.0,Gas,Bcm
Peru,1980.0,32.0,Gas,Bcm
Trinidad and Tobago,1980.0,297.0,Gas,Bcm
Venezuela,1980.0,1262.41,Gas,Bcm
Iran,1980.0,14101.0,Gas,Bcm
Iraq,1980.0,777.4,Gas,Bcm
Kuwait,1980.0,1054.0,Gas,Bcm
Oman,1980.0,81.0,Gas,Bcm
Qatar,1980.0,2800.0,Gas,Bcm
Saudi Arabia,1980.0,3183.23,Gas,Bcm
United Arab Emirates,1980.0,2370.0,Gas,Bcm
Algeria,1980.0,3721.0,Gas,Bcm
Angola,1980.0,43.0,Gas,Bcm
Cameroon,1980.0,140.0,Gas,Bcm
Congo,1980.0,57.0,Gas,Bcm
Egypt,1980.0,84.0,Gas,Bcm
Equatorial Guinea,1980.0,0.0,Gas,Bcm
Gabon,1980.0,14.0,Gas,Bcm
Libya,1980.0,685.0,Gas,Bcm
Mozambique,1980.0,0.0,Gas,Bcm
Nigeria,1980.0,1161.14,Gas,Bcm
Russian Federation & USSR,1980.0,25478.282286995516,Gas,Bcm
Bulgaria,1980.0,5.0,Gas,Bcm
Romania,1980.0,713.0,Gas,Bcm
Canada,1981.0,2563.0,Gas,Bcm
Chile,1981.0,33.0,Gas,Bcm
Mexico,1981.0,2134.0,Gas,Bcm
United States of America,1981.0,5712.0,Gas,Bcm
Denmark,1981.0,141.0,Gas,Bcm
Germany,1981.0,248.0,Gas,Bcm
Italy,1981.0,179.0,Gas,Bcm
Netherlands,1981.0,2060.0,Gas,Bcm
Norway,1981.0,1409.0,Gas,Bcm
Poland,1981.0,100.0,Gas,Bcm
United Kingdom,1981.0,1007.0,Gas,Bcm
Australia,1981.0,641.0,Gas,Bcm
Japan,1981.0,27.0,Gas,Bcm
New Zealand,1981.0,157.0,Gas,Bcm
China,1981.0,736.0,Gas,Bcm
India,1981.0,411.0,Gas,Bcm
Bangladesh,1981.0,317.0,Gas,Bcm
Brunei Darussalam,1981.0,212.0,Gas,Bcm
Indonesia,1981.0,971.0,Gas,Bcm
Malaysia,1981.0,1225.0,Gas,Bcm
Burma,1981.0,146.0,Gas,Bcm
Pakistan,1981.0,465.0,Gas,Bcm
Thailand,1981.0,402.0,Gas,Bcm
Viet Nam,1981.0,0.0,Gas,Bcm
Argentina,1981.0,648.0,Gas,Bcm
Bolivia,1981.0,154.0,Gas,Bcm
Brazil,1981.0,60.0,Gas,Bcm
Colombia,1981.0,122.0,Gas,Bcm
Ecuador,1981.0,120.0,Gas,Bcm
Peru,1981.0,32.0,Gas,Bcm
Trinidad and Tobago,1981.0,340.0,Gas,Bcm
Venezuela,1981.0,1365.1,Gas,Bcm
Iran,1981.0,14085.0,Gas,Bcm
Iraq,1981.0,773.15,Gas,Bcm
Kuwait,1981.0,1046.0,Gas,Bcm
Oman,1981.0,78.0,Gas,Bcm
Qatar,1981.0,2830.0,Gas,Bcm
Saudi Arabia,1981.0,3346.08,Gas,Bcm
United Arab Emirates,1981.0,2529.0,Gas,Bcm
Algeria,1981.0,3678.0,Gas,Bcm
Angola,1981.0,43.0,Gas,Bcm
Cameroon,1981.0,110.0,Gas,Bcm
Congo,1981.0,68.0,Gas,Bcm
Egypt,1981.0,83.0,Gas,Bcm
Equatorial Guinea,1981.0,0.0,Gas,Bcm
Gabon,1981.0,14.0,Gas,Bcm
Libya,1981.0,665.0,Gas,Bcm
Mozambique,1981.0,0.0,Gas,Bcm
Nigeria,1981.0,1146.98,Gas,Bcm
Russian Federation & USSR,1981.0,27070.568834080717,Gas,Bcm
Bulgaria,1981.0,5.0,Gas,Bcm
Romania,1981.0,693.0,Gas,Bcm
Canada,1982.0,2591.0,Gas,Bcm
Chile,1982.0,32.0,Gas,Bcm
Mexico,1982.0,2134.0,Gas,Bcm
United States of America,1982.0,5706.0,Gas,Bcm
Denmark,1982.0,153.0,Gas,Bcm
Germany,1982.0,241.0,Gas,Bcm
Italy,1982.0,250.0,Gas,Bcm
Netherlands,1982.0,2006.0,Gas,Bcm
Norway,1982.0,1440.0,Gas,Bcm
Poland,1982.0,97.0,Gas,Bcm
United Kingdom,1982.0,941.0,Gas,Bcm
Australia,1982.0,641.0,Gas,Bcm
Japan,1982.0,20.0,Gas,Bcm
New Zealand,1982.0,154.0,Gas,Bcm
China,1982.0,750.0,Gas,Bcm
