source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Sustainable Development,2103,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2104,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2105,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2106,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2107,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2108,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2109,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2110,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2111,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2112,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2113,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2114,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2115,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2116,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2117,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2118,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2119,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2120,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2121,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2122,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2123,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2124,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2125,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2126,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2127,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2128,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2129,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2130,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2131,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2132,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2133,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2134,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2135,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2136,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2137,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2138,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2139,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2140,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2141,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2142,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2143,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2144,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2145,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2146,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2147,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2148,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2149,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2150,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2151,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2152,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2153,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2154,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2155,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2156,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2157,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2158,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2159,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2160,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2161,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2162,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2163,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2164,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2165,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2166,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2167,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2168,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2169,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2170,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2171,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2172,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2173,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2174,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2175,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2176,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2177,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2178,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2179,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2180,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2181,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2182,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2183,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2184,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2185,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2186,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2187,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2188,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2189,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2190,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2191,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2192,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2193,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2194,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2195,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2196,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2197,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2198,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2199,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Sustainable Development,2038,25.269178082191722,mb/d,nan,Square,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2039,0,mb/d,nan,Square,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2040,65.1,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2041,63.92812602272726,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2042,62.756252045454545,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2043,61.58437806818181,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2044,60.41250409090909,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2045,59.240630113636364,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2046,58.06875613636363,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2047,56.89688215909091,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2048,55.725008181818176,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2049,54.55313420454546,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2050,53.381260227272726,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2051,52.20938625,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2052,51.03751227272728,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2053,49.865638295454545,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2054,48.69376431818182,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2055,47.52189034090909,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2056,46.35001636363636,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2057,45.17814238636364,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2058,44.00626840909091,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2059,42.83439443181818,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2060,41.66252045454546,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2061,40.490646477272726,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2062,39.3187725,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2063,38.14689852272728,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2064,36.97502454545455,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2065,35.80315056818182,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2066,34.631276590909096,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2067,33.45940261363637,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2068,32.28752863636364,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2069,31.115654659090914,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2070,29.943780681818186,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2071,28.771906704545458,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2072,27.600032727272733,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2073,26.428158750000005,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2074,25.25628477272728,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2075,24.08441079545455,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2076,22.912536818181824,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2077,21.740662840909096,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2078,20.568788863636367,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2079,19.396914886363646,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2080,18.225040909090914,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2081,17.053166931818193,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2082,15.881292954545462,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2083,14.709418977272732,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2084,13.53754500000001,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2085,12.365671022727279,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2086,11.193797045454557,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2087,10.021923068181827,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2088,8.850049090909106,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2089,7.6781751136363745,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2090,6.506301136363644,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2091,5.3344271590909225,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2092,4.162553181818192,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2093,2.9906792045454704,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2094,1.8188052272727393,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2095,0.6469312500000084,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2096,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2097,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2098,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2099,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2100,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2101,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2102,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2103,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2104,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2105,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2106,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2107,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2108,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2109,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2110,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2111,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2112,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2113,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2114,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2115,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Sustainable Development,2116,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
