Report generated on: 02-06-2025 11:56:24
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.80-1-CAN-MTOE.A","        Canada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05571226862428815","0.12158832259631105","0.12781049860866106","0.131087690880678","0.131087690880678","0.1314468352392552","0.1441964599687458","0.225428351909292","0.346596229658205","0.541028094981453","0.755185180492737","0.800271002072052","0.958070747610252","0.95525293101075","0.967651626443472","0.989630696717892","0.969905728525617","0.980050069880433","0.973850722164072","0.985122240557841","1.060077119688486","0.94736294373384","0.969905728525617","0.999775038072708"
"INTL.80-1-CYM-MTOE.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-CAF-MTOE.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-TCD-MTOE.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-CHL-MTOE.A","        Chile","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-CHN-MTOE.A","        China","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1638596136008475","0.458806918082373","0.5586490497668346","0.6882103771235595","0.937782316896381","0.975541613720382","1.271979851121864","1.389766197753918","1.397092722509232","1.446123285731241","1.610686093503159","1.653517561004568","1.663098187842027","1.642246042610799","1.428088957099515","1.713819642620346","1.642246042610799","2.423355539012172","2.142133561647153","1.927976476135869","2.143824201207702"
"INTL.80-1-COL-MTOE.A","        Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01638596136008475","0.149910010257051","0.153291289378149","0.144274125062286","0.184287775964193","0.163999093254561","0.189923409163197","0.208521200316519","0.218665541671335","0.228809883026151","0.256988301016932","0.244589857579971","0.221483358270837","0.264878288293842","0.253607021895834","0.22261053530979","0.223737712348743","0.197249933918511"
"INTL.80-1-COM-MTOE.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-COG-MTOE.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00327719227201695","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-COD-MTOE.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-COK-MTOE.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0262175381761356","0.0327719227201695","0.04272022145275794","0.06882103771235595","0.06882103771235595","0.09503857588849154","0.07886810114355312","0","0","0","0.041323510471571165","0.04333728747176537","0.04354797426304694","0.048386634433837325","0.05155165674322103","0","0","0","","",""
"INTL.80-1-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-HRV-MTOE.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-CUB-MTOE.A","        Cuba","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.0589894608963051","0.05571226862428815","0.05257873409570208","0.0393263072642034","0.0393263072642034","0.03604911499218645","0.03614787969079518","0.03604911499218645","0.02949473044815255","0.02949473044815255","0.03614787969079518","0.0327719227201695","0.0327719227201695","0.0327719227201695","0.0328617088098138","0.0262175381761356","0.01638596136008475","0.0131087690880678","0.00985851264294414","0.17085366626009518","0.17199220955285435","0.1685569355236931","0.17409504205103865","0.16329147719392226","0.16175623868014968","0.07330674554475275","0.05937151424787703","NA","NA","NA","","",""
"INTL.80-1-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-CZE-MTOE.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.00065543845440339","0.00983157681605085","0.0196631536321017","0.04272022145275794","0.06426420017388454","0.06776314975456002","0.03873005804789572","0.0658968915015","0.067382658508356","0.067140238586274","0.067529068045497","0.074532534235209","0.066001217746554","0.048428293353219","0.059999938698339","0.048810066931134","0.053036539834626","0.053560943013267"
"INTL.80-1-DNK-MTOE.A","        Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002822109395925817","0.003949817452190197","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","","",""
"INTL.80-1-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003944993638455","0.005015723626944","0.008678986004601","0.014709244565331","0.01933059482631","0.026262494219898","0.04127942560941","0.053136834147504","0.061505109378792","0.067140742577796","0.072776627772561"
"INTL.80-1-EGY-MTOE.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022587621699881464","0.028218670198257977","0.031031833512328202","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-SLV-MTOE.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00983157681605085","0.0131087690880678","0.01314468352392552","0.04915788408025425","0.1900771517769831","0.15402803678479665","0.15116386052514347","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-ERI-MTOE.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-EST-MTOE.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-SWZ-MTOE.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.014117259465935577","0.014109335099128989","0.01805486292462405","0.027156508870769435","0.027074703368437997","0.025375394297680997","0.026503195417743885","0.025444915925893822","0","0","0","","",""
"INTL.80-1-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00328617088098138","0.0028345419118356203","0.0010623606492056112","0.0031867108605491534","0.004578509828476397","0.005458779561576873","0.006896401417012722","0.00967777850464968","0.011617737412686135","0","0","0","","",""
"INTL.80-1-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-FIN-MTOE.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00164308544049069","0.0065543845440339","0.0131087690880678","0.0196631536321017","0.02957553792883242","0.001454909509161925","0.0046391768149478515","0.00642731888693573","0.0094498410375","0.014342086741554","0.012856571730459","0","0","0","0","0","0","0","0"
"INTL.80-1-CSK-MTOE.A","        Former Czechoslovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-SCG-MTOE.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-SUN-MTOE.A","        Former U.S.S.R.","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-YUG-MTOE.A","        Former Yugoslavia","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-FRA-MTOE.A","        France","0","0","0","0","0","0","0","0","0","0","0","0","0.00328617088098138","0.0196631536321017","0.0262175381761356","0.0262175381761356","0.04272022145275794","0.0589894608963051","0.06882103771235595","0.065543845440339","0.0657234176196276","0.065543845440339","0.065543845440339","0.05571226862428815","0.05586490497668346","0.08192980680042375","0.1638596136008475","0.30477888129757635","0.5257873409570208","0.5060485295254108","0.5499513381899518","0.5561779847523775","0.645361143921","0.608784715199133","0.642457144771236","0.641105439509232","0.610267458256857","0.600868016371557","0.67233225022083","0.628682804479215","0.53066023338663","0.540012300068862","0.593908397444259"
"INTL.80-1-GUF-MTOE.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.80-1-PYF-MTOE.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GAB-MTOE.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GMB-MTOE.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GEO-MTOE.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.80-1-DEU-MTOE.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01314468352392552","0.0917613836164746","0.2425122281292543","0.2228490744971526","0.328617088098138","0.41002315827189223","0.4349546873947791","0.4073929592870768","0.3936677778342","0.405709395273585","0.449449811484921","0.436137631418574","0.44247683678229","0.405709395273585","0.400004211244545","0.338513717619891","0.350558359008408","0.369575975099556","0.37908478314513"
"INTL.80-1-DDR-MTOE.A","        Germany, East","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-DEUW-MTOE.A","        Germany, West","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-GHA-MTOE.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GIB-MTOE.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GRC-MTOE.A","        Greece","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008103175690716","0.0201848604561","0.013922513799489","0.011614232628729"
"INTL.80-1-GRL-MTOE.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GRD-MTOE.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GLP-MTOE.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","ie","ie","","",""
"INTL.80-1-GUM-MTOE.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GTM-MTOE.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.016061705814618","0.016061705814618","0.016061705814618","0.016061705814618","0.048185369439615","0.03944993638455","0.080308781068851","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769","0.011271518393769"
"INTL.80-1-GIN-MTOE.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GNB-MTOE.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-GUY-MTOE.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-HTI-MTOE.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-HITZ-MTOE.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","",""
"INTL.80-1-HND-MTOE.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"INTL.80-1-HKG-MTOE.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
