Report generated on: 02-06-2025 11:52:56
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.7-1-CRI-MTOE.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-CIV-MTOE.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-HRV-MTOE.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","0.07652613423684834","0.07397526309562007","0.06568493188662816","0.052292858395179706","0.04208937383026659","0.031248171480046407","0.03252360705066055","0.009565766779606043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-CUB-MTOE.A","        Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-CYP-MTOE.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-CZE-MTOE.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","35.19890186846951","31.77353447796804","30.929890646889742","31.85653614710497","30.564435536510743","27.885670224614056","24.418595527730353","26.90823265821056","27.298051442614828","26.162456466860878","26.389575462011667","26.45977587869464","25.61324144222351","25.975393003582134","25.861007618751646","24.859206378322884","23.297040635312992","22.79820473323635","23.976332902627632","23.063727485749","20.22556593361921","17.915513214286392","17.90651855463283","16.892051630414215","16.217462961052796","15.33626346831317","14.15724414899988","10.726551949469625","10.725051980359074","11.429507316240027"
"INTL.7-1-DNK-MTOE.A","        Denmark","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-DJI-MTOE.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-DMA-MTOE.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-DOM-MTOE.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-ECU-MTOE.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-EGY-MTOE.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.020492953550317067","0.030476700151753588","0.026448172410316627","0.022419639901977914","0.01987991568381541","0.017340191465652903","0.017684662087232565","0.01621086953758714","0.014737076987941715","0.01326328443829629","0.01718915695042201","0.01996749320287304","0.019029848394408154","0.011034667296324574","0.0016643270428954363","0","0","0","0","0","0","0","0","0"
"INTL.7-1-SLV-MTOE.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-GNQ-MTOE.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-ERI-MTOE.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-EST-MTOE.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-SWZ-MTOE.A","        Eswatini","0.10441518461648006","0.09729596552643374","0.07890465582286306","0.06051334611928161","0.07415851155683925","0.09848250562946637","0.10204210979245217","0.09788923288693137","0.08661714119699415","0.09076995943830769","0.09492277767962123","0.07297188534120883","0.05873346868926564","0.03322297218786689","0.10322852072658809","0.10204198600559283","0.07653148950419462","0.1243780669441502","0.2024112558747973","0.21392642643194887","0.22544159698910043","0.1868792185567543","0.25154536085099627","0.2661777070303099","0.28970075787404104","0.26756357958443233","0.2634107080609489","0.2740895205499063","0.26697031222393475","0.1760632260084847","0.0851561397930347","0.08305743046966858","0.08888040200708656","0.07534495478319936","0.07869691537001099","0.07661215924760882","0.09397354990282503","0.10234162716831977","0.07653148950419462","0.06520008291868984","0.06413233836604054","0.06863866054013411","0.1374855056806674"
"INTL.7-1-ETH-MTOE.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004929773441474875"
"INTL.7-1-FLK-MTOE.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-FRO-MTOE.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-FJI-MTOE.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-FIN-MTOE.A","        Finland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-1-CSK-MTOE.A","        Former Czechoslovakia","49.84243533984237","48.93490637881265","49.806806721943964","51.40809293661503","52.526791516335116","51.404089718755074","51.23515402453039","51.14708328243149","50.22874563826246","47.88806551466171","42.48207086200826","40.15380357842907","36.05371528434035","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
